ID	Europarl_ID	SET	SRC	REF-G	REF-N1	REF-N2	REF-N3	GENDER
454	ep-en-it-13838	Set-G	When President Prodi addressed Parliament on 3 October, he referred to the institutional triangle and stated that, in a European system based on checks and balances, the efficient functioning of each institution contributes to the common interest.	Lo scorso 3 ottobre, rivolgendosi al Parlamento, il Presidente Prodi ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	Lo scorso 3 ottobre, rivolgendosi al Parlamento, Prodi, a capo della Presidenza, ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	Lo scorso 3 ottobre, rivolgendosi al Parlamento, la Presidenza, nella figura di Prodi ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	Lo scorso 3 ottobre Prodi, Presidente del Parlamento, ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	M
553	ep-en-it-19402	Set-G	The one artist we were able to contact who would have benefited was not interested and said it would all be too complex to help him or his family.	L'unico artista che siamo stati in grado di rintracciare e che avrebbe tratto beneficio dalla proposta ha detto che non era interessato dal momento che la procedura sarebbe stata troppo complessa per aiutare lui o la sua famiglia.	L'artista che abbiamo rintracciato e che avrebbe tratto beneficio dalla proposta ha detto che non provava interesse dal momento che la procedura sarebbe stata troppo complessa per poterne trarre beneficio personalmente o per la sua famiglia.	L'artista che abbiamo potuto rintracciare e che avrebbe tratto beneficio dalla proposta ha negato ogni interesse in merito, dal momento che la procedura sarebbe stata troppo complessa per trarne beneficio per sé o per la sua famiglia.	La sola persona dedita all'arte che siamo stati in grado di rintracciare e che avrebbe tratto beneficio dalla proposta ha detto che non provava interesse dal momento che la procedura sarebbe stata troppo complessa per aiutare sé o la sua famiglia.	M
554	ep-en-it-19562	Set-G	The deputy is right, therefore, when he states that the compromise reached is the only compromise possible.	Ha ragione il deputato, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	Ha ragione il membro della Camera, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	Ha ragione l'onorevole, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	Ha ragione la persona deputata, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	M
556	ep-en-it-19571	Set-G	I trust the Commissioner will promise that he will exercise extra vigilance.	Spero che il Commissario ora prometta di vigilare attentamente a tale riguardo.	Spero che il membro della Commissione ora prometta di vigilare attentamente a tale riguardo.	Spero che l'esponente della Commissione ora prometta di vigilare attentamente a tale riguardo.	Spero che il membro della Commissione ora prometta di vigilare attentamente a tale riguardo.	M
588	ep-en-it-2132	Set-G	Mr President, I would firstly like to thank the deputy for his efforts and praise the important work of the institutions in their approach to animal health which also, of course, facilitates the protection of human health.	Signor Presidente, in primo luogo vorrei ringraziare il deputato per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	Presidente, in primo luogo vorrei ringraziare il membro della Camera per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	Presidente, in primo luogo vorrei ringraziare l'onorevole per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	Presidente, in primo luogo vorrei ringraziare la persona deputata per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	M
591	ep-en-it-2140	Set-G	The tighter measures which the rapporteur announced in his report and which encompass, for example, an exhaustive list of products, for which he calls on the Commission for help, is an interesting proposal and will only reinforce this policy.	Le regole più severe richieste dal relatore nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come lo stesso relatore chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	Le regole più severe richieste dalla persona incaricata della relazione nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come la stessa persona che ha redatto la relazione chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	Le regole più severe richieste da chi ha presentato la relazione nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come la stessa persona chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	Le regole più severe richieste che chi ha redatto la relazione nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come la stessa persona chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	M
596	ep-en-it-22082	Set-G	It seems to me that the Commissioner must show the industry that he is doing all he can in this context to deal with this external threat to our industry.	Ritengo che il Commissario debba mostrare al settore in questione che egli sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	Ritengo che l'appartenente alla Commissione debba mostrare al settore in questione che sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	Ritengo che l'esponente della Commissione debba mostrare al settore in questione che sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	Ritengo che il membro della Commissione debba mostrare al settore in questione che sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	M
597	ep-en-it-22173	Set-G	Mr President, I simply wished to inform the House that this very morning the Popular Party Councillor, Mr Francisco Cano, was murdered in the town of Villadecavalls, in the province of Barcelona.	Signor Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è stato assassinato Francisco Cano, assessore del Partito popolare presso il comune di Villadecavalls, nella provincia di Barcellona.	Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è avvenuto l'assassinio di Francisco Cano, membro del Partito popolare e appartenente alla giunta del comune di Villadecavalls, nella provincia di Barcellona.	Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è avvenuto l'assassinio di Francisco Cano, della giunta del Partito popolare presso il comune di Villadecavalls, nella provincia di Barcellona.	Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è avvenuto l'assassinio di Francisco Cano, esponente del Partito popolare presso il comune di Villadecavalls, nella provincia di Barcellona.	M
598	ep-en-it-22257	Set-G	I am full of confidence concerning what the Commissioner has said so far and look forward to his winding-up remarks.	Accolgo con fiducia le osservazioni appena fatte dal Commissario, e attendo con ansia la replica che pronuncerà in chiusura.	Accolgo con fiducia le osservazioni appena fatte dall'onorevole rappresentante della Commissione, e attendo con ansia la replica che pronuncerà in chiusura.	Accolgo con fiducia le osservazioni appena fatte dall'esponente della Commissione e attendo con ansia la replica che pronuncerà in chiusura.	Accolgo con fiducia le osservazioni appena fatte dal membro della Commissione, e attendo con ansia la replica che pronuncerà in chiusura.	M
751	ep-en-it-10005	Set-N	They have shown that European issues can be worked with in a new and exemplary way, a way superior to that of the Intergovernmental Conference because of its open and democratic method of working, involving full public control and opportunities for citizens to participate.	Essi hanno dimostrato come sia possibile lavorare alle questioni europee in un modo inedito ed esemplare, un modo superiore al metodo della Conferenza intergovernativa grazie al suo funzionamento democratico e aperto, all'insegna della trasparenza e della partecipazione dei cittadini.	Hanno dimostrato come sia possibile lavorare alle questioni europee in un modo inedito ed esemplare, un modo superiore al metodo della Conferenza intergovernativa grazie al suo funzionamento democratico e aperto, all'insegna della trasparenza e della partecipazione della cittadinanza.	Hanno dimostrato come sia possibile lavorare alle questioni europee in un modo inedito ed esemplare, un modo superiore al metodo della Conferenza intergovernativa grazie al suo funzionamento democratico e aperto, all'insegna della trasparenza e della partecipazione della cittadinanza.	Hanno dimostrato come sia possibile lavorare alle questioni europee in un modo inedito ed esemplare, un modo superiore al metodo della Conferenza intergovernativa grazie al suo funzionamento democratico e aperto, all'insegna della trasparenza e della partecipazione della cittadinanza.	
