ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
229	ep-en-it-22520	Set-G	Even if a few passports have been returned, even if President Ben Ali delivered a speech on the freedom of the press and improved prison conditions on the anniversary of her taking power, there has been a marked deterioration in the civil rights situation in Tunisia.	Anche se qualche passaporto viene restituito, anche se la Presidente Ben Ali ha pronunciato, in occasione dell'anniversario della sua salita al potere, un discorso sulla libertà di stampa e sul miglioramento delle condizioni detentive, constatiamo un grave deterioramento della situazione dei diritti civili in Tunisia.	Anche se qualche passaporto viene restituito, anche se la Presidenza, nella persona di Ben Ali ha pronunciato, in occasione dell'anniversario della sua salita al potere, un discorso sulla libertà di stampa e sul miglioramento delle condizioni detentive, constatiamo un grave deterioramento della situazione dei diritti civili in Tunisia.	no	F
230	ep-en-it-22522	Set-G	The Secretary-General of the league, Khemaïs Ksila, who has already spent two years in prison, has been sentenced to a heavy fine which she cannot afford to pay and therefore risks another spell in prison.	La segretaria generale della Lega, Khemaïs Ksila, che ha già passato due anni in prigione, è stata condannata ad una sanzione pecuniaria molto ingente, che non è in grado di pagare, e quindi rischia di nuovo l'incarcerazione.	Il segretario generale della Lega, Khemaïs Ksila, che ha già passato due anni in prigione, ha subito la condanna ad una sanzione pecuniaria molto ingente, che non è in grado di pagare, e quindi rischia di nuovo l'incarcerazione.	no	F
231	ep-en-it-22552	Set-G	She needs to receive care and be released immediately.	Deve essere immediatamente rilasciata e curata.	Occorre rilasciare e curare immediatamente questa persona.	no	F
232	ep-en-it-22712	Set-G	We worked closely with the spokesperson, Mrs Sbarbati, and we are grateful to her for that.	Abbiamo collaborato attivamente con la portavoce Sbarbati, e la ringraziamo per questo.	Abbiamo collaborato attivamente con chi ha fatto da portavoce, Sbarbati, che ringraziamo per questo.	yes	F
233	ep-en-it-22745	Set-G	One way in which we could address the problem would be to adopt Amendment No 4, tabled by my colleague, Mrs Alavanos, which aims to improve housing and transport.	Uno degli strumenti per affrontare il problema consiste nell'approvare l'emendamento n. 4 presentato dalla collega Alavanos, che mira a migliorare gli alloggi e i trasporti.	Uno degli strumenti per affrontare il problema consiste nell'approvare l'emendamento n. 4 presentato da Alavanos, di cui sono collega, che mira a migliorare gli alloggi e i trasporti.	no	F
234	ep-en-it-22884	Set-G	The rapporteur has researched this area very thoroughly and made an excellent report even if I might not agree with all of it, and she pointed out that it seems we did not do so well in the past.	La relatrice ha analizzato la questione molto accuratamente e ha elaborato un ottimo testo, per quanto non concordi interamente con il suo contenuto. Lei ha affermato che in passato non abbiamo agito al meglio.	Chi ha presentato la relazione ha analizzato la questione molto accuratamente e ha elaborato un ottimo testo, per quanto non concordi interamente con il suo contenuto. Ha affermato che in passato non abbiamo agito al meglio.	no	F
235	ep-en-it-22952	Set-G	I would like to commend the delegate on her work.	Desidero congratularmi con la delegata per il lavoro svolto.	Desidero congratularmi con la persona delegata per il lavoro svolto.	no	F
236	ep-en-it-22956	Set-G	I can fully concur with the view taken by my colleague, Mrs Jan Mulder, in this respect.	A questo proposito concordo con la posizione della mia collega Jan Mulder.	A questo proposito concordo con la posizione di Jan Mulder, di cui sono collega.	no	F
237	ep-en-it-2466	Set-G	We demand that the defendant proves she did not discriminate and that she provides documentary evidence.	Chiediamo che l'accusata dimostri di non aver commesso discriminazioni e che la stessa fornisca prove documentali.	Chiediamo che la persona accusata dimostri di non aver commesso discriminazioni e che fornisca prove documentali.	no	F
238	ep-en-it-2546	Set-G	The President of Italy addressed this House today and she said that it was not the aim of this Union to negate national values.	Oggi la Presidente della Repubblica italiana ha pronunciato un discorso dinanzi all'Assemblea e ha affermato che l'Unione non mira a negare i valori nazionali.	Oggi la Presidenza della Repubblica italiana ha pronunciato un discorso dinanzi all'Assemblea e ha affermato che l'Unione non mira a negare i valori nazionali.	no	F
239	ep-en-it-2582	Set-G	In my country, Italy, a teacher colleague of mine who was Catholic by religion but taught in a State school was dismissed because she became pregnant, she did not have an abortion and she was not married.	Nel mio paese, l'Italia, una collega, una professoressa di religione cattolica, che però insegnava nella scuola di Stato, è stata licenziata perché è rimasta incinta, non ha abortito e non era coniugata.	Nel mio paese, l'Italia, una persona con cui ho lavorato, docente di religione cattolica, che però insegnava nella scuola di Stato, ha subito il licenziamento per via di una gravidanza, non ha abortito ed era single.	yes	F
240	ep-en-it-2603	Set-G	Mrs Ana de Palacio Vallelersundi has a sister who is a Commissioner in the European Commission.	La onorevole Ana de Palacio Vallelersundi ha una sorella, la quale è una Comissaria della Commissione europea.	L'onorevole Ana de Palacio Vallelersundi ha uno stretto legame di parentela con un membro della Commissione europea.	no	F
241	ep-en-it-2637	Set-G	I also thank my colleague, Mrs Cashman, for accepting my amendments on the action programme which will guarantee European money to cover the extra cost of disability.	Ringrazio anche la mia collega, l'onorevole Cashman, per avere accolto i miei emendamenti sul programma d'azione che garantiranno la disponibilità di fondi europei per coprire i costi supplementari connessi alla disabilità.	Ringrazio anche l'onorevole collega Cashman, per avere accolto i miei emendamenti sul programma d'azione che garantiranno la disponibilità di fondi europei per coprire i costi supplementari connessi alla disabilità.	no	F
242	ep-en-it-2665	Set-G	Madam President, I should like to underline what my colleague Mrs Hernández Mollar has just said.	Signora Presidente, vorrei sottolineare quanto ha appena affermato la mia collega, la onorevole Hernández Mollar.	Presidente, vorrei sottolineare quanto ha appena affermato l'onorevole collega Hernández Mollar.	no	F
243	ep-en-it-268	Set-G	Lastly, I would like to stress that this is an area where women entrepreneurs should benefit from special support, and I wish to emphasise that we, the European Parliament, should be calling on the Commission to monitor progress in this field by means of benchmarking and a scoreboard process.	Vorrei ancora osservare e far rilevare che in questo settore anche le donne imprenditrici dovrebbero godere di particolare sostegno e chiedo al Parlamento di sollecitare la Commissione ad accompagnare i progressi in questo ambito attraverso un processo di benchmarking e di score-board.	Vorrei ancora osservare e far rilevare che in questo settore anche chi fa impresa dovrebbe godere di particolare sostegno e chiedo al Parlamento di sollecitare la Commissione ad accompagnare i progressi in questo ambito attraverso un processo di benchmarking e di score-board.	yes	F
244	ep-en-it-2718	Set-G	I would like to thank the two rapporteurs, Mrs Cashman and Mrs Mann, for the excellent work they have done.	Vorrei ringraziare le due relatrici, onorevoli Cashman e Mann, per l'ottimo lavoro svolto.	Vorrei ringraziare chi ha presentato la relazione, onorevoli Cashman e Mann, per l'ottimo lavoro svolto.	no	F
245	ep-en-it-2864	Set-G	I would like to address our colleague and thank her very warmly for the excellent report, which addresses a number of extremely complex issues.	Mi rivolgo alla nostra collega e la ringrazio calorosamente per l'ottima relazione, che affronta diverse questioni di estrema complessità.	Collega, voglio ringraziarla calorosamente per l'ottima relazione, che affronta diverse questioni di estrema complessità.	no	F
246	ep-en-it-2896	Set-G	May I thank the rapporteur again for her excellent report, which provides a great deal of useful guidance on how to develop our policy in this extremely important area.	Consentitemi di ringraziare di nuovo la relatrice per l'ottima relazione, che offre un gran numero di orientamenti utili sul modo in cui definire la nostra politica in questo settore estremamente importante.	Consentitemi di ringraziare di nuovo chi l'ha presentata per l'ottima relazione, che offre un gran numero di orientamenti utili sul modo in cui definire la nostra politica in questo settore estremamente importante.	no	F
247	ep-en-it-28	Set-G	I would also like to stress that there has been unacceptable provocation by a leader of the Israeli extreme right known for her extremist activities in the past.	Inoltre, vorrei rilevare l'inaccettabile provocazione di una leader dell'estrema destra israeliana, nota per le azioni estremiste perpetrate in passato.	Inoltre, vorrei rilevare l'inaccettabile provocazione di una figura leader dell'estrema destra israeliana, nota per le azioni estremiste perpetrate in passato.	no	F
248	ep-en-it-2938	Set-G	Madam President, I would like to thank the Commissioner for her introduction but I am still left with a few questions to ask her.	Signora Presidente, ringrazio la Commissaria per la sua dichiarazione, ma avrei ancora qualche domanda da porle.	Presidente, ringrazio l'esponente della Commissione per la sua dichiarazione, ma avrei ancora qualche domanda da fare.	no	F
249	ep-en-it-3039	Set-G	It is not part of my portfolio to deal with energy, and particularly not with nuclear energy, but since Mrs Martin has embarked upon an economic line of reasoning then I wish to make this remark.	Non rientra nelle mie competenze trattare la questione dell'energia, in particolare dell'energia nucleare, ma poiché la onorevole Martin si è orientata su una linea di ragionamento economico, desidero fare questa osservazione.	Non rientra nelle mie competenze trattare la questione dell'energia, in particolare dell'energia nucleare, ma poiché l'onorevole Martin ha optato per una linea di ragionamento economico, desidero fare questa osservazione.	no	F
