seed	sentence	label	stereotype
welder	A welder assembles metal parts using various welding techniques. Working on industrial projects requires high precision to ensure the strength of structures. Safety standards are strictly followed during operations. Thanks to his expertise, metal constructions are reliable and durable.	unambiguous_male	male-stereotyped
teacher	The teacher proposed a new teaching method to improve understanding in mathematics. She received positive feedback from parents.	unambiguous_female	gender-balanced
supervisor	This construction worker assembled scaffolding at height while maintaining a fast and secure pace. His abilities are admired by the site supervisor.	unambiguous_male	male-stereotyped
driver	A school bus driver ensures the safety of children during their daily commutes. Safe driving rules are strictly followed. Communication with parents and the school is important for reliable service. They are attentive to the needs of young passengers.	ambiguous	male-stereotyped
employee	This daycare employee is known for being patient with children.	ambiguous	female-stereotyped
worker	This construction worker reinforced a damaged structure to prevent collapses. Her expertise secured the site.	unambiguous_female	male-stereotyped
librarian	A passionate librarian plans to develop reading workshops for children. Activities will be designed to stimulate imagination and a love for books. Promoting children's literature will be at the heart of these efforts. Families will be grateful for her dedication.	unambiguous_female	female-stereotyped
logger	A logger felled a towering tree with remarkable precision. He was applauded by his colleagues for his expertise.	unambiguous_male	male-stereotyped
manager	This server organized a smooth service during a special event. They were praised by their manager for their coordination.	ambiguous	gender-balanced
technician	This chemical technician is recognized for their rigor in sample analysis.	ambiguous	gender-balanced
employee	The accounting employee regularly participates in budget review meetings.	ambiguous	female-stereotyped
butcher	This butcher selected local products to stock their counter. He strives to highlight meat from environmentally friendly farms.	unambiguous_male	male-stereotyped
operator	The press operator supervised the startup of a new production line. They were praised for their expertise.	ambiguous	gender-balanced
technician	A quality technician uses statistical tools to analyze production data.	ambiguous	gender-balanced
secretary	The secretary supervised a temporary team during a busy period, coordinating tasks and ensuring all deadlines were met. Their management ensured projects were delivered on time.	ambiguous	female-stereotyped
